file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,label
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_24\03-01-03-01-02-02-24.wav,0 days,0 days 00:00:03.737062500,37.22593,0.061220437,35.001457,37.7534,39.02585,4.024391,9.77143,2.3269613,9.563016,5.6977005,0.2300549,1.3908777,0.008885709,0.036611132,0.4060523,0.39716658,2.8162801,1.7942584,4.3629317,3.8714027,0.016137984,1.0963138,1.0098236,0.9930733,9.297674,0.41211003,4.467707,2.7457254,16.942408,0.5032867,533.63446,0.37971374,1197.6196,0.22023803,-143.97902,-0.6055992,1560.8108,0.1682025,-126.288864,-0.7217041,2529.2122,0.115792826,-128.67517,-0.68341875,-9.786155,-0.8640737,19.314781,0.34276193,0.13773282,0.16565692,-0.011834876,-0.87090135,0.9652341,5.020271,0.114991784,0.00825849,1.8817204,1.0899183,0.3525,0.26574188,0.43400002,0.44328773,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_24\03-01-03-02-01-01-24.wav,0 days,0 days 00:00:04.004000,38.56529,0.084956065,36.5473,39.393456,40.657448,4.1101494,293.34772,13.478989,3.4166672,3.8519988,0.41125613,1.3147668,0.009475584,0.12878154,0.82121587,0.8117403,10.695522,7.008592,5.6838408,3.452503,0.02074593,0.8960005,1.0710852,0.6879437,7.5166264,0.6024713,1.7564125,5.673899,10.132549,0.87836593,723.5753,0.44067577,1104.696,0.33314356,-141.47455,-0.6117655,1822.4922,0.19946882,-120.71243,-0.7569716,2837.153,0.14127615,-121.079445,-0.7492656,-7.093697,-1.0269789,15.218326,0.44411683,0.10679681,0.34433904,-0.01274904,-0.9101327,-0.76683825,7.3014846,0.10712832,0.007863858,1.754386,1.0152285,0.405,0.12459936,0.36666667,0.34730712,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_24\03-01-03-02-01-02-24.wav,0 days,0 days 00:00:03.770437500,37.492153,0.06360251,35.308273,37.170094,39.177544,3.8692703,73.12275,82.56701,17.335714,13.152504,0.39127085,1.3865894,0.00877381,0.089992106,0.8285864,0.8198126,8.44515,5.8831534,10.191469,6.1532125,0.020413354,0.97717506,1.0848002,0.7865744,7.4164815,0.5509112,3.8965464,3.126722,12.054254,0.6391225,656.6866,0.49027386,1046.1104,0.27093056,-143.80217,-0.62108916,1770.7928,0.17193367,-124.44475,-0.7351273,2808.4492,0.1499452,-124.49748,-0.73237723,-5.4576707,-1.2123467,13.865884,0.4321624,0.09318355,0.49209067,-0.01422481,-0.9212548,-1.7972901,8.246814,0.09465212,0.010760823,1.5957447,0.8086254,0.4933333,0.17745109,0.53999996,0.48595268,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_24\03-01-03-02-02-01-24.wav,0 days,0 days 00:00:03.870541667,39.841892,0.05251921,38.194305,39.85148,41.46862,3.2743149,43.84013,32.786873,23.70923,10.413564,0.39947402,1.2276081,0.0100859655,0.12804256,0.85720974,0.8471238,7.730682,6.7772317,8.238775,5.7289066,0.015998745,1.1664832,0.88173807,0.7871134,9.612893,0.394886,3.449372,3.1748855,14.381177,0.5453128,598.151,0.47574714,1115.0577,0.24121238,-152.78017,-0.5261002,1647.7455,0.21299745,-122.602234,-0.7504124,2655.9136,0.118910864,-124.797874,-0.71394926,-8.796383,-0.78625035,17.757511,0.35159972,0.12473353,0.27724034,-0.014231856,-0.77993727,0.29295883,5.6319385,0.11468613,0.0075908964,2.5906737,0.78740156,0.52,0.4475116,0.545,0.44645828,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_24\03-01-03-02-02-02-24.wav,0 days,0 days 00:00:03.870541667,43.479836,0.06291844,42.567577,44.033836,45.729298,3.1617203,34.524124,19.13523,33.288624,14.960877,0.5275744,1.2716385,0.009998956,0.1436334,1.1327549,1.122756,10.387547,4.92383,9.769083,5.995782,0.02826845,1.3044183,1.086669,0.84129125,9.6423645,0.52725893,3.428337,2.4393954,12.143777,0.836325,723.72675,0.47739312,1042.954,0.3051592,-147.18636,-0.56596565,1771.8824,0.21469316,-122.58879,-0.7392065,2800.8254,0.14026834,-124.3006,-0.7115497,-7.3313537,-1.0476297,17.574812,0.36713442,0.15511821,0.2535946,-0.0073568504,-1.5474004,-0.4083641,6.410209,0.11182905,0.006677631,2.0725389,1.0498688,0.39249998,0.21405315,0.42999998,0.44654226,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\03a01Fa.wav,0 days,0 days 00:00:01.898250,31.188164,0.15255956,27.766502,31.412096,36.34034,8.573837,34.608944,11.036857,91.83478,43.38919,0.696801,0.86307806,0.21476746,0.50940484,1.1286786,0.9139111,12.420113,6.053562,15.862893,7.6848035,0.047538403,0.96865064,1.4950527,0.84730995,5.3099947,0.754232,7.979724,1.1235194,20.872025,0.5063652,625.8546,0.25920004,1391.0,0.12569073,-98.674286,-0.90901446,1604.5059,0.110896684,-103.23419,-0.81305015,2586.5315,0.08148078,-105.74698,-0.77152914,-13.889284,-0.6104954,23.213257,0.35228023,0.019559896,1.0843085,-0.01293171,-1.046593,-5.6670327,16.151024,-0.012351021,0.010896737,4.255319,3.2786887,0.15666667,0.08459051,0.108571425,0.036421567,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\03a02Fc.wav,0 days,0 days 00:00:02.006250,37.57657,0.10860654,34.0835,37.371193,41.233376,7.1498756,30.146027,14.919353,38.30284,20.924088,0.8886739,0.8622056,0.17488664,0.67207545,1.5956943,1.4208076,16.610758,7.888471,17.229336,3.9914863,0.042695355,0.9920905,1.3258991,0.9190788,8.213586,0.5219967,10.513595,0.9213011,16.580153,0.5470385,722.06714,0.3025928,1364.8705,0.16322328,-83.29449,-1.0375837,1626.9967,0.11057203,-82.20783,-0.9871144,2576.5403,0.06290724,-84.37063,-0.94369084,-12.840339,-0.7082473,21.742136,0.42163542,0.035306826,0.822963,-0.0032915724,-4.46852,-5.103196,15.929288,-0.007576472,0.015585211,4.522613,2.5773196,0.24599999,0.21095972,0.099999994,0.04203173,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\03a04Fd.wav,0 days,0 days 00:00:01.696812500,33.902008,0.14786805,27.758804,35.827007,37.241196,9.482391,114.315796,85.75808,42.617226,44.621048,0.80818903,1.0743651,0.15410566,0.41267663,1.5069098,1.3528042,20.195282,14.923435,20.271952,12.102971,0.04114361,0.8713089,1.9170122,0.6679906,5.479388,0.7103903,8.958169,1.0307016,19.863773,0.50482494,592.81354,0.26535958,1528.6221,0.12872583,-105.016136,-0.83355755,1507.5862,0.1045324,-97.996315,-0.87118316,2445.4675,0.07514564,-101.92484,-0.7982379,-9.941733,-1.0738881,21.416958,0.5097343,0.038602453,0.8051814,-0.006639598,-1.8307365,-7.0497684,16.344158,-0.00534774,0.011249429,3.5714288,4.9079757,0.1025,0.06923691,0.07111111,0.027666444,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\03a05Fc.wav,0 days,0 days 00:00:03.196187500,34.20115,0.1004611,31.143602,34.029396,37.70032,6.556719,120.81117,98.91588,62.453293,66.68324,0.88533294,0.81134397,0.23670039,0.69373703,1.4489912,1.2122908,20.506222,13.3318205,20.61982,9.581819,0.036561605,0.9728669,1.1710334,0.99080276,8.25159,0.3899757,9.539591,0.95109963,20.361969,0.4047363,532.7381,0.38497353,1438.201,0.18666385,-124.1058,-0.702204,1467.0338,0.16841924,-115.52021,-0.71001846,2501.1125,0.06341659,-117.43749,-0.68159586,-16.01737,-0.64189553,25.216413,0.45447618,0.021657582,1.3049227,-0.012891544,-1.398612,-5.282539,14.966058,-0.008178037,0.007459125,5.6603775,3.833866,0.11666667,0.097410925,0.122499995,0.11475517,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\03a07Fa.wav,0 days,0 days 00:00:02.133812500,36.018337,0.14427526,33.14151,36.295242,39.79263,6.651119,148.14682,141.44762,497.2874,945.40814,1.0937011,0.74621147,0.3007821,0.901229,1.8362762,1.5354941,16.390434,7.9967237,17.712063,12.607355,0.048750117,1.68736,1.2016486,0.88182163,8.281892,0.3950846,9.886779,0.9956272,17.066692,0.6291641,654.897,0.3216422,1367.3461,0.23078151,-87.84848,-0.97061944,1636.4014,0.16035385,-83.94676,-0.92338157,2598.9507,0.0858036,-85.19098,-0.89569896,-12.929441,-0.8396816,22.157553,0.49683496,0.026349505,1.1654485,-0.0071296077,-1.8437814,-4.404402,14.338825,-0.014002612,0.012827796,3.773585,3.8647344,0.16125,0.08978272,0.067777775,0.021487867,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\03a07Fb.wav,0 days,0 days 00:00:02.449875,38.20782,0.10025498,35.19722,38.47534,41.265102,6.0678825,64.43514,22.498182,2.8844788,15.9084015,1.1304564,0.6507415,0.45154154,0.9906592,1.7819253,1.3303838,15.706506,9.847402,18.296171,11.0246,0.031629845,1.2269584,0.93215066,0.91224235,9.605303,0.33871478,9.037314,1.0264373,13.84646,0.695076,714.6348,0.31561226,1340.6022,0.16146044,-73.19741,-1.0836861,1666.8241,0.13355406,-70.29194,-1.0414923,2561.1978,0.07160173,-71.28891,-1.0172877,-12.613578,-0.6846661,20.398598,0.48663637,0.040627185,0.67120486,-0.007266793,-1.9871805,-3.1989863,13.029229,0.0041255327,0.00954926,4.1152267,2.9535866,0.24,0.096065454,0.078571424,0.02747912,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\03b01Fa.wav,0 days,0 days 00:00:02.362187500,35.230785,0.10163934,32.665043,35.18854,37.00737,4.342327,89.26616,46.955486,19.821741,16.026342,1.1400981,0.67892206,0.33386382,1.1136519,1.7205331,1.3866693,19.816696,10.393047,19.509031,9.515195,0.04193274,0.8203918,1.8658361,0.7323695,8.49506,0.34050268,13.173403,0.6639906,16.47445,0.56149524,587.7168,0.316667,1371.1371,0.15045676,-104.66781,-0.81048274,1592.4949,0.12230529,-99.46075,-0.77645,2547.42,0.06540904,-98.9946,-0.7823277,-12.878157,-0.64488536,20.619347,0.48296535,0.026422178,1.230017,-0.009786467,-1.4127182,-6.6099944,15.029517,-0.00469064,-0.00027014152,5.531915,5.2173915,0.1025,0.079280615,0.067499995,0.046390552,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\08a01Fd.wav,0 days,0 days 00:00:02.299750,35.1474,0.16991082,31.415745,38.211803,39.52149,8.105743,65.656784,99.770226,79.956116,72.236595,1.1487343,0.93449134,0.10971822,0.86591446,2.2397897,2.1300714,28.354406,16.569191,17.543592,7.9884076,0.049347658,1.6103946,0.8819189,0.71067566,8.487052,0.45513433,11.636877,2.126901,17.968674,1.1109947,736.4924,0.23545295,1378.4935,0.15811217,-137.49527,-0.60026187,1706.5602,0.11676925,-134.80058,-0.59551406,2676.4785,0.06802249,-136.4249,-0.5727379,-15.860465,-0.60127896,25.027317,0.4319521,0.0022016899,17.401844,-0.019249031,-0.904694,-15.538028,26.385788,-0.051148277,0.006229742,4.385965,2.690583,0.13166666,0.06491447,0.18714285,0.086141795,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\08a02Fe.wav,0 days,0 days 00:00:01.619500,35.069603,0.1226926,32.81334,35.845455,38.004425,5.191086,197.72583,215.81747,67.96489,27.744392,0.9818133,0.87328637,0.1484891,0.8227453,1.7027595,1.5542704,14.766516,7.922104,19.709885,8.307413,0.05974198,1.5435706,1.3943062,0.9227307,7.8170004,0.46845898,12.885351,0.7513768,21.544426,0.46449527,585.3287,0.3364253,1357.5217,0.16492386,-85.3581,-1.0252079,1609.0093,0.10804392,-88.70199,-0.8932055,2581.6455,0.0586362,-89.509705,-0.87680006,-15.315596,-0.6134495,23.091602,0.46381307,-0.0012661965,-27.77611,-0.009664051,-1.7153312,-18.164442,28.961187,-0.031873237,-0.002253997,4.3750005,3.9215686,0.15166667,0.08989192,0.08,0.06454972,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\08a04Ff.wav,0 days,0 days 00:00:01.800625,34.382328,0.110026784,31.527542,35.33564,37.268066,5.7405243,63.060326,71.98975,62.517723,27.418798,0.86074895,0.85862947,0.1645379,0.6774359,1.4061147,1.2415768,12.56399,7.392885,16.001562,12.61543,0.028641168,0.9629192,1.041697,1.012701,7.59508,0.45331562,10.977471,0.9822637,20.361317,0.54832995,584.21796,0.30327186,1448.9537,0.13124545,-62.51451,-1.2503943,1570.3389,0.11465262,-65.18043,-1.0933337,2568.5972,0.062447205,-69.88904,-0.9800104,-14.011357,-0.7680919,23.746143,0.459014,0.0071074553,3.9850707,-0.010102347,-1.5148383,-20.297312,30.8336,-0.03775097,0.008928585,3.3519554,3.4482758,0.205,0.12325448,0.064,0.0149666285,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\08a05Fe.wav,0 days,0 days 00:00:03.098687500,39.937576,0.07609123,37.335423,40.602547,42.11827,4.7828484,55.426323,22.1261,72.311676,85.05987,1.010789,0.78844136,0.29578888,0.8758044,1.5705355,1.2747467,18.680979,11.817598,18.51904,8.065795,0.046983797,1.0951076,1.188945,1.0046002,9.821944,0.38007134,9.966783,0.763013,18.304293,0.54433656,681.2382,0.26905924,1411.3896,0.15564376,-91.22637,-0.9597628,1611.5564,0.12521483,-83.50742,-0.9707579,2606.4485,0.05622851,-87.08893,-0.89898837,-13.964813,-0.68664914,24.598846,0.42686978,0.02415426,1.2403976,-0.015329772,-1.071245,-12.038463,21.863585,-0.035580106,0.008775851,5.194805,2.970297,0.21,0.23380904,0.095,0.047592014,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\08a07Fd.wav,0 days,0 days 00:00:01.963062500,39.75733,0.13237958,34.14397,39.19893,45.708855,11.564884,110.761955,75.73512,23.579355,6.648306,1.011246,0.8156933,0.19362605,0.8636206,1.7128247,1.5191987,20.368397,15.949386,17.78858,9.53105,0.024074875,0.9387163,1.0682558,0.8680144,10.378454,0.34418067,7.111367,1.0404283,17.554127,0.6285246,681.8859,0.26818985,1454.4998,0.1397522,-74.77581,-1.0767201,1608.7397,0.118262015,-75.47329,-0.9925481,2624.488,0.0758703,-79.12629,-0.9143473,-16.132269,-0.6274458,26.414286,0.43978152,0.031703368,1.2595036,-0.012747042,-1.1575177,-14.190027,25.237148,-0.025717191,0.009038482,4.6153846,3.6842105,0.18285714,0.08955673,0.065714285,0.036977656,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\08b01Fd.wav,0 days,0 days 00:00:02.481937500,36.591896,0.150087,33.904,35.903797,39.611885,5.7078857,143.90886,109.65733,68.85318,85.40798,1.1073827,0.7205441,0.2139739,1.0154508,1.8213557,1.6073818,24.317146,12.665174,19.434595,7.6402144,0.03904989,1.4632264,1.3358941,0.8878307,8.689353,0.4259074,12.310103,0.8597407,18.503693,0.66313887,611.49713,0.24944916,1355.7047,0.22315028,-85.106636,-0.9825774,1654.0625,0.09128976,-84.59962,-0.9064833,2587.5176,0.052329667,-84.00654,-0.9124237,-14.267724,-0.86533856,21.580187,0.5834938,0.023944706,1.4233555,-0.015484065,-0.86407065,-12.035941,21.482197,-0.03504646,0.005319339,6.0728745,4.1322317,0.151,0.09585927,0.07555555,0.017069211,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\08b01Fe.wav,0 days,0 days 00:00:02.515750,40.908485,0.123142816,35.87498,42.178062,44.107975,8.232994,39.549507,24.081644,55.71912,32.92527,1.0175215,0.6622325,0.33888128,0.95157695,1.640008,1.3011267,23.311815,11.677768,16.895931,6.68114,0.036129385,1.0846,1.4530847,0.8481073,10.480787,0.29838222,10.148638,0.60310143,13.924339,0.7908666,654.89185,0.27225187,1385.6338,0.15529576,-101.792076,-0.849252,1648.6559,0.10594584,-89.95038,-0.8756163,2595.4148,0.06700456,-90.45873,-0.8666084,-14.214217,-0.64985013,22.120281,0.47602063,0.031527124,1.0603688,-0.014379466,-0.7951418,-3.5866601,13.518956,-0.018940054,0.0069826823,6.0,4.0983605,0.144,0.051807337,0.11,0.05154748,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\08b02Ff.wav,0 days,0 days 00:00:02.771125,42.415157,0.14396088,35.817513,45.286556,47.266605,11.449093,128.36824,183.47467,155.14279,172.9726,0.930386,0.8798635,0.27046117,0.69441926,1.5157275,1.2452663,17.411114,7.981341,18.519941,13.413271,0.052017353,1.9767704,1.2346458,0.79961246,9.798191,0.44125858,6.148083,1.4167125,15.040313,0.7622047,717.7978,0.2638872,1349.2809,0.14500476,-75.66799,-1.12371,1627.3792,0.11848781,-71.9248,-1.0799522,2645.7139,0.05685055,-75.783516,-0.9930869,-11.533553,-0.8077525,22.626448,0.42567888,0.04820545,0.7480821,-0.005098317,-3.113495,-9.703442,21.431623,-0.011730171,0.005023534,6.1594205,2.9520295,0.23124999,0.13797078,0.085,0.032787193,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\08b03Fe.wav,0 days,0 days 00:00:03.616062500,37.954254,0.1112416,34.703705,36.72368,42.525574,7.821869,66.86354,49.163754,60.311157,61.327297,0.6918943,0.8107718,0.21098427,0.57661617,1.1354008,0.9244165,13.738279,9.454624,15.083843,8.037129,0.047194447,1.6589813,1.2836266,0.8547556,8.383226,0.3997251,8.00668,1.0982964,20.714394,0.37992537,651.27325,0.28547332,1438.8047,0.13778599,-77.57637,-1.1221466,1559.9023,0.108051375,-78.46706,-1.0238835,2562.162,0.065061554,-82.72577,-0.93778044,-12.546164,-0.6633469,23.082882,0.4054252,0.04076173,0.6807508,-0.007484287,-1.9221553,-14.729134,25.846233,-0.0244352,0.012799056,5.277778,3.0985916,0.20727271,0.12218398,0.09363636,0.092566706,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\08b09Fd.wav,0 days,0 days 00:00:02.766812500,39.353554,0.13357441,36.73449,40.03571,43.87072,7.1362305,35.89014,29.453676,49.819557,24.05834,0.899632,0.8265777,0.21026957,0.7094547,1.5329475,1.322678,23.81054,16.382004,14.2882805,6.2968755,0.03391986,1.1099918,1.1410617,1.0698012,9.318948,0.3489778,9.965831,0.6348657,17.75318,0.63278764,725.27203,0.2655628,1421.938,0.18792558,-69.87871,-1.150769,1650.1002,0.122626305,-66.57311,-1.1023464,2598.5273,0.05885839,-68.658165,-1.0457536,-13.917985,-0.7786089,22.683298,0.50558466,0.034652382,0.89114106,-0.011665992,-1.185914,-14.240586,22.88572,-0.020595355,0.0067566056,4.3636365,2.5925925,0.28,0.15675275,0.07375,0.04498263,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\08b10Fd.wav,0 days,0 days 00:00:02.463562500,39.08079,0.17298116,33.947388,36.38258,44.555164,10.607777,54.523766,39.308903,54.446747,16.243748,1.0761131,0.73499185,0.27931857,0.9197576,1.8178384,1.5385199,17.371323,9.749479,22.012058,15.266954,0.03219647,1.106316,0.8976699,0.8077488,8.958563,0.416661,11.541425,0.70370394,17.67537,0.7031914,637.5209,0.3129122,1361.2838,0.1630679,-69.73252,-1.1699116,1632.8021,0.12640138,-65.29846,-1.0985059,2553.0837,0.0693337,-66.43142,-1.0680166,-12.961609,-0.64971554,21.82259,0.40758348,0.033363726,0.97253186,-0.014912805,-0.92517537,-17.994434,27.760084,-0.03538849,0.0037356329,5.3061223,2.5000002,0.295,0.39075777,0.07142857,0.03681171,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\09a01Fa.wav,0 days,0 days 00:00:01.831125,44.52638,0.076023236,41.383984,45.37273,47.258453,5.8744698,21.75923,7.1900787,13.127911,31.114395,1.1213305,0.8471885,0.2548833,0.8397328,2.0430205,1.7881372,21.21644,11.555347,17.001568,11.480189,0.022718482,1.2345778,1.0753511,1.0648453,8.215893,0.3718501,1.4846269,5.757328,6.348591,1.4436814,890.376,0.18964013,1271.1847,0.149398,-55.654346,-1.5359375,1758.6195,0.09017122,-54.700916,-1.5058806,2605.3303,0.058160633,-56.996197,-1.4103692,0.07678965,131.1487,10.784796,0.6456163,0.06082793,0.5068724,0.008291625,2.8990154,0.06930017,9.39918,0.019202592,0.014980085,3.846154,2.824859,0.252,0.10007996,0.06666666,0.032998316,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\09a04Fd.wav,0 days,0 days 00:00:01.481375,43.110706,0.08335588,40.572502,43.42481,46.12471,5.552208,79.79822,29.306244,45.883945,28.38259,0.8649133,1.0281634,0.19185522,0.4497745,1.6944838,1.5026286,17.538624,11.089137,14.535973,9.526845,0.05886933,1.022404,1.21673,0.7620461,7.971879,0.56521654,3.1388817,4.5100684,10.026243,1.2824593,853.74567,0.2092021,1334.9786,0.14704381,-44.23195,-1.5414503,1765.9465,0.10166351,-43.65503,-1.4715935,2654.9963,0.06980302,-46.93609,-1.3253766,-5.5271864,-2.5252907,18.324314,0.5552343,0.059674192,0.5043472,0.011835296,1.5615522,-11.078086,21.758413,0.009967332,0.019630639,3.4013608,2.8169014,0.29,0.16201851,0.04,0.018708287,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\09b03Fa.wav,0 days,0 days 00:00:03.141687500,44.75068,0.07708459,41.534264,44.88719,47.049805,5.515541,99.363335,101.26103,44.603073,47.196087,0.872754,0.8664736,0.32478094,0.6331903,1.2170074,0.89222646,17.772934,14.196382,19.702755,13.432633,0.029164387,1.1463236,1.1094526,0.74265844,9.2944,0.47037718,5.2303376,1.9332861,12.642597,0.6415825,864.5811,0.17810799,1289.9939,0.17332858,-65.833176,-1.2485297,1740.7837,0.09425542,-61.434834,-1.263372,2661.1162,0.061398443,-66.976585,-1.1050977,-5.008609,-2.3676276,17.944206,0.5412674,0.059204925,0.42043966,0.007956273,2.51182,-2.4646103,13.333348,0.011441641,0.01571951,5.43131,2.922078,0.24444444,0.1108664,0.069,0.046357308,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\09b03Fd.wav,0 days,0 days 00:00:03.312500,41.27889,0.06746127,39.094257,40.56129,44.146645,5.052387,69.65548,52.088608,63.068344,54.51092,1.1118342,0.7189026,0.52253443,0.87764996,1.6584294,1.135895,18.486038,12.403113,18.115082,9.665731,0.0380243,1.3034463,1.2114428,0.86437976,8.423713,0.57363105,8.585639,1.2164627,13.526873,0.68227553,814.41205,0.22564262,1370.0353,0.16460502,-60.508614,-1.2168378,1717.5284,0.09756012,-55.762585,-1.2560296,2608.961,0.06923645,-60.192978,-1.1250173,-7.7514606,-1.3528589,19.382105,0.475831,0.048824843,0.49793285,-0.0017806872,-9.917326,-6.9464054,18.287203,0.012928649,0.014096555,6.3636365,3.3846154,0.22272727,0.14245196,0.06,0.02981424,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\10a02Fa.wav,0 days,0 days 00:00:01.524000,36.78315,0.13437092,35.045044,37.98403,39.868896,4.8238525,38.02534,20.821709,-51.05616,64.86082,0.88560295,0.7076266,0.21467082,0.8868906,1.4135351,1.1988643,16.125654,10.473605,20.676212,12.42241,0.048893344,1.307553,1.3673031,0.7704029,6.548218,0.5691294,17.950262,0.49629644,19.79594,0.32668993,675.8635,0.33487204,1501.3352,0.18265358,-118.81316,-0.7252175,1576.5385,0.08396988,-108.529854,-0.77890706,2548.2083,0.059511155,-109.943245,-0.75614977,-9.061857,-0.65269303,18.35443,0.3270936,0.037657082,0.74742144,-0.005127402,-2.9782615,-11.156685,22.023846,-0.020969164,0.013625122,5.298013,4.109589,0.11333333,0.12944326,0.09285714,0.032826073,happy
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\emodb\10a04Fd.wav,0 days,0 days 00:00:01.537187500,36.11362,0.04673374,34.317482,36.19782,37.701267,3.3837852,53.23624,40.939606,33.58277,24.52785,1.0482101,0.76037604,0.3473417,0.82169247,1.782632,1.4352903,16.92406,10.194073,21.266031,13.428169,0.04301794,1.21311,1.6731428,0.6923892,6.8122606,0.44651315,13.3665495,0.8834846,22.178238,0.21410622,713.9494,0.27285486,1419.6282,0.12783061,-87.00656,-0.9666123,1584.2748,0.10931988,-83.33673,-0.96442854,2587.0112,0.06446964,-87.78999,-0.8785782,-8.752047,-0.74850047,19.626638,0.28189415,0.03815448,0.9016106,-0.0034278051,-3.2338445,-12.805178,24.244387,-0.008217443,0.012123269,5.921053,5.4421773,0.106249996,0.053370755,0.06142857,0.05462301,happy
