file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,label
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_09\03-01-06-02-02-01-09.wav,0 days,0 days 00:00:03.236562500,30.74619,0.10098496,29.23237,30.743162,33.27681,4.0444393,144.11137,138.03783,9.338843,31.1164,0.27199167,1.4557867,0.014521062,0.054623477,0.4848227,0.47030163,6.6667824,4.7256494,6.8281307,3.562137,0.13775648,1.6481414,11.934502,1.2724669,3.2121413,3.7269368,9.945086,0.89523,6.759562,1.954259,0.029673818,1.2451363,1.6925696,0.5072033,4.6813188,0.69843304,5.665199,1.7066485,18.157928,0.37926617,738.78076,0.37099123,1225.2742,0.3291781,-141.01192,-0.6173316,1798.7002,0.15222855,1047.9594,0.39634818,-140.13028,-0.60261875,2703.514,0.08678933,922.3998,0.42295426,-140.11676,-0.60264575,-12.230463,-0.5502189,18.084858,0.44279844,0.08401219,0.4590095,-0.016593054,-0.79040766,0.36722362,0.6777223,27.081118,0.4344318,1.4556389,9.903619,17.123138,0.44264504,7.0787387,2.6794355,-4.435387,11.942385,0.03625172,0.008815992,0.025426865,2.484472,0.9463723,0.3433333,0.33905098,0.5175,0.4048688,-36.74594,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_09\03-01-06-02-02-02-09.wav,0 days,0 days 00:00:03.236562500,31.659407,0.09450052,30.59356,31.775087,33.82366,3.2301025,21.662642,5.223695,3.215065,31.759974,0.3111823,1.395759,0.023722153,0.07919972,0.52010643,0.4963843,6.704365,5.122472,7.692969,3.1065454,0.1794831,1.699942,15.535263,0.8372704,3.7971172,3.583793,12.41029,0.7885844,10.487178,1.3247552,0.028293597,0.8587729,1.3738656,0.5194403,4.8443666,0.74178404,6.6017876,1.7578684,17.60414,0.35139796,779.67786,0.3438149,1183.1193,0.2402205,-137.1198,-0.638562,1817.6536,0.13916388,845.73865,0.3186055,-135.22398,-0.62694687,2797.2227,0.07456188,862.9519,0.5875344,-134.76686,-0.6339171,-11.853369,-0.55073303,17.957893,0.4515218,0.07251975,0.64195377,-0.014459857,-1.0595876,0.46374524,0.76849204,25.546747,0.5474817,3.6595578,4.6401024,18.774366,0.53476405,4.613661,4.1121407,-9.346183,19.155521,0.0021474052,0.009302859,0.01727398,1.552795,0.9463723,0.38,0.29131883,0.48999998,0.44164467,-34.536884,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_10\03-01-06-01-01-01-10.wav,0 days,0 days 00:00:03.403416667,38.514454,0.05252234,36.862045,38.96996,40.069,3.206955,32.97333,8.492311,37.004513,15.780356,0.30431867,1.1830937,0.03632416,0.07139627,0.6791953,0.64287114,8.251629,5.0358057,8.283118,3.700555,0.15544991,1.3768644,13.708003,0.9320992,-3.836853,-3.4765017,4.896302,1.8246623,-3.3113303,-4.251092,0.027377818,0.9248728,1.3531383,0.8125694,7.9543743,0.5545486,9.964698,0.9379542,19.914795,0.49991706,621.3215,0.41419187,1125.9346,0.2350339,-158.77371,-0.47229505,1686.8661,0.20459725,856.0836,0.3472747,-137.26933,-0.604371,2737.1604,0.13694124,701.435,0.4754042,-138.65794,-0.58405125,-13.533169,-0.71891683,22.449774,0.46043703,0.10303357,0.28472826,-0.019340051,-0.68542933,0.3989288,0.4404586,23.986149,0.543908,1.1511832,10.682942,5.4325323,2.4444232,-13.965416,-1.0356839,-1.9458773,13.189752,0.035954494,0.004208232,0.020603055,2.359882,0.8982036,0.39666668,0.41266072,0.52,0.48667234,-34.96751,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_10\03-01-06-01-01-02-10.wav,0 days,0 days 00:00:03.303312500,35.872864,0.05131635,34.322422,35.379517,37.250294,2.9278717,30.753107,20.840937,4.7600646,10.320623,0.19439746,1.2508132,0.012833359,0.028981723,0.43098408,0.41815072,5.38256,3.8710434,6.0758047,2.8877,0.08381574,1.4311708,14.726995,0.8450903,4.876986,2.2486854,4.3195195,2.0447845,0.9307435,13.440729,0.019846521,0.8644555,1.3497365,0.5621037,6.9642205,0.6096508,9.535877,1.0481807,22.15714,0.55345124,543.99304,0.45513907,1118.0969,0.29981232,-152.72713,-0.5342621,1571.0682,0.22604157,816.90326,0.3874224,-143.06766,-0.5666156,2603.0115,0.13669804,647.8419,0.47964767,-144.6425,-0.54459023,-13.797506,-0.6736873,22.750694,0.48078322,0.10918623,0.2608182,-0.016485477,-0.57779276,0.22670865,0.4551662,24.106209,0.64426076,7.812488,1.5778774,6.0400925,1.8853613,-11.458965,-0.91450715,-6.3946857,17.66522,0.020388199,0.0048993328,0.01677355,3.0395138,1.2345679,0.255,0.23510635,0.42599997,0.46795723,-40.957928,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_10\03-01-06-01-02-01-10.wav,0 days,0 days 00:00:03.536854167,38.476963,0.049386907,37.340477,38.898067,39.93305,2.5925713,78.11969,95.33906,24.067205,14.089094,0.24638832,1.1685156,0.014142025,0.038201705,0.548734,0.534592,4.760617,2.6601162,5.234025,2.4212632,0.09803431,1.3689104,16.270063,0.9167573,5.5455546,2.126386,2.531654,4.7243066,-0.5541933,-29.059671,0.015516496,1.0621144,1.0597836,0.8378366,10.442599,0.39997384,12.228092,0.6438261,24.65272,0.2928002,561.04816,0.428849,1171.4526,0.2730157,-156.10767,-0.49330682,1601.9292,0.23284377,842.8279,0.2880273,-132.4835,-0.6412292,2682.9626,0.13793246,822.1075,0.6039578,-135.2243,-0.60099155,-16.374521,-0.5953281,26.739017,0.41575164,0.10789416,0.2335703,-0.020880358,-0.5092994,0.22953574,0.5484881,28.249458,0.4776039,2.7940707,4.3641973,-0.80738056,-19.477856,-14.296442,-1.0642859,-7.031829,18.057432,0.020482311,0.0040760585,0.017850986,2.840909,0.86455333,0.44,0.35693136,0.52,0.43640578,-38.02063,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_10\03-01-06-01-02-02-10.wav,0 days,0 days 00:00:03.436770833,35.631744,0.045883294,34.26622,36.206978,37.04851,2.7822914,73.83878,72.173546,18.782421,8.388174,0.22622652,1.2063171,0.0120356,0.04455004,0.5437741,0.5317385,3.9776866,1.8401479,5.428116,3.770513,0.10326679,1.4569098,15.555724,0.980732,9.536849,1.1487471,8.327625,1.2347876,2.4191434,5.223654,0.01776302,0.88801193,1.2472512,0.9081895,8.144912,0.54522413,11.6323395,0.8455508,24.71604,0.4953805,585.9721,0.47842735,1132.1912,0.31306916,-148.79335,-0.5490731,1597.1407,0.23650376,777.0359,0.36962357,-135.37848,-0.6143491,2722.5845,0.13980512,769.3208,0.39345247,-137.62563,-0.5821009,-15.528599,-0.6364137,26.422209,0.4430453,0.11038986,0.24525991,-0.016763588,-0.7423324,0.25039893,0.5912492,26.549822,0.63026845,9.674781,1.1067013,6.286093,2.37581,-7.9425836,-1.6494795,-9.591424,19.252146,0.013884762,0.0030915248,0.017280363,2.6315792,1.1869437,0.305,0.15945219,0.412,0.4525218,-38.067204,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_10\03-01-06-02-01-01-10.wav,0 days,0 days 00:00:03.503499999,40.876064,0.09706309,37.236298,41.7883,43.809124,6.5728264,139.14584,108.996925,47.93386,37.12032,0.5988543,1.2288227,0.017645136,0.26010528,1.2165215,1.1988764,11.844867,9.064493,13.212438,8.699675,0.46249333,1.4968476,9.456075,1.416499,-4.939384,-2.8905,2.8967566,3.621279,-7.278218,-2.3513339,0.043368902,1.4908876,1.2646478,0.6403992,5.8623605,0.95868945,5.2960935,1.4178472,14.710761,0.61592424,725.9233,0.3957081,1092.8625,0.2876879,-148.47108,-0.55448574,1791.2926,0.18159732,840.7425,0.48047382,-129.64241,-0.6726486,2833.73,0.12780514,632.5735,0.31278524,-130.8432,-0.65452415,-10.878139,-0.93149024,18.779388,0.52898264,0.12889983,0.267288,-0.016196042,-0.7885824,1.1427097,0.6047406,18.633978,0.71921694,-10.383551,-1.4247429,0.5772285,22.314234,-21.857763,-0.7243105,-1.7861586,10.898465,0.046925317,0.0059768124,0.034601934,2.5787966,1.1627908,0.3275,0.40831205,0.408,0.3592993,-27.55896,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_10\03-01-06-02-01-02-10.wav,0 days,0 days 00:00:03.703708333,41.468124,0.11804652,38.906174,42.660885,44.17398,5.267807,86.19821,27.700901,132.75363,206.22905,0.5694177,1.1977526,0.01531578,0.23944016,1.2432548,1.227939,15.036591,12.223959,12.641697,8.455206,0.37297598,1.4465264,9.702219,1.2703631,-4.3294673,-3.670362,3.1447024,3.564324,-8.064278,-2.353094,0.034015886,1.8356786,1.2025083,0.69953746,7.213543,0.8375703,8.13955,1.3674382,11.880004,0.91561514,682.2357,0.4790712,1024.4625,0.32134524,-144.51012,-0.57550913,1751.1383,0.21403113,755.191,0.35799426,-122.14522,-0.72423524,2777.9985,0.13091882,664.86206,0.35815006,-122.80082,-0.7136463,-7.9841795,-1.158755,17.162178,0.52915484,0.12923506,0.19600278,-0.011211953,-1.2042404,0.8488568,0.63656896,17.493402,0.76296365,-14.265093,-0.9669989,1.0059514,15.238387,-22.685467,-0.80421305,-4.494975,13.593968,0.034085337,0.0057938555,0.024406314,2.4390244,1.0989012,0.3775,0.4654232,0.408,0.37685007,-28.85278,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_10\03-01-06-02-02-01-10.wav,0 days,0 days 00:00:03.803791667,41.34365,0.081166364,38.93029,42.174595,44.007217,5.076927,79.75203,95.2944,86.243515,117.03532,0.6287103,1.1405791,0.023663182,0.14396836,1.2984166,1.2747535,12.953163,7.219296,11.940105,6.3222513,0.40499467,1.3861976,12.864426,1.0123056,-4.402649,-3.5115602,2.6150436,4.8268433,-8.691403,-2.6169343,0.030203732,1.9894947,1.0005242,0.7143625,9.527825,0.49618742,10.682799,0.5155876,17.198977,0.53819424,673.0478,0.46098214,1091.361,0.26439142,-148.92963,-0.5549666,1703.0496,0.22743812,800.728,0.23988205,-117.08544,-0.77328026,2759.241,0.12792572,664.44305,0.5298434,-119.27927,-0.7378567,-11.380051,-0.67782676,20.575054,0.36701706,0.12197912,0.2843415,-0.013770297,-0.8161939,0.8585126,0.6422141,20.647186,0.5827544,-10.206989,-1.5605123,-0.72655195,-20.922731,-26.1495,-0.8616862,-3.382792,13.773852,0.04523611,0.006061737,0.02871668,2.3746703,0.53475934,0.84999996,0.26999998,0.66333336,0.37115437,-27.283323,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_10\03-01-06-02-02-02-10.wav,0 days,0 days 00:00:03.870541667,39.76727,0.06859604,36.979904,40.46764,42.137836,5.1579323,106.422226,140.09425,36.53574,21.63669,0.39010623,1.1877285,0.013409051,0.06830363,0.7853348,0.77192575,5.88255,3.5851212,7.4040885,5.323884,0.20502667,1.3496397,15.704722,0.937486,1.6762347,9.08294,4.091718,2.3315947,-7.167292,-3.2886796,0.017287843,1.071321,0.9894697,0.7194313,9.570087,0.42342246,10.871485,0.6569136,19.382088,0.47170204,606.78394,0.50127643,1125.8438,0.23515414,-155.84209,-0.49194023,1587.0798,0.2125677,852.2899,0.30987048,-120.23786,-0.73719203,2674.2212,0.14964017,663.7142,0.5268314,-121.87371,-0.711859,-13.823303,-0.58858216,21.819305,0.433814,0.124015644,0.24185589,-0.01712994,-0.6480236,0.43993965,0.59500766,24.668863,0.5425769,-8.433999,-1.7562171,3.226692,3.6470988,-27.04689,-0.80687773,-8.336248,19.527487,0.021651773,0.005791994,0.018616904,2.3316064,0.78740156,0.56,0.15121728,0.515,0.4418427,-33.54812,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_11\03-01-06-01-01-01-11.wav,0 days,0 days 00:00:03.470125,27.834217,0.092272826,26.616718,28.105042,29.961014,3.3442955,64.79669,66.87354,51.2418,83.47609,0.14200568,1.1481286,0.008924958,0.022857193,0.32109582,0.31217086,3.9279013,2.8049848,2.8193653,1.5355191,0.051706064,1.2702774,12.160427,1.1547095,12.441313,0.7479567,9.549213,1.1423645,7.8429766,1.5341896,0.040314097,1.4955,1.5000731,0.7797569,4.5261993,0.89207333,3.5933535,1.5499235,25.36286,0.3396449,561.9721,0.38102996,1133.243,0.24593706,-140.11887,-0.6172124,1592.8177,0.16496903,906.0955,0.4289195,-142.54018,-0.5669576,2659.4856,0.11102367,739.53284,0.53779936,-144.27643,-0.54156977,-16.849083,-0.56079835,25.481544,0.38594332,0.047455262,0.63752073,-0.017384805,-0.8200967,0.12685838,0.41022247,25.714857,0.4974935,18.27921,0.5501277,9.800244,1.7774345,0.16570896,95.92177,-12.554703,23.407763,-0.025233602,0.009731633,0.015786454,3.1791906,1.4662757,0.216,0.08212186,0.37,0.444897,-45.63282,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_11\03-01-06-01-01-02-11.wav,0 days,0 days 00:00:03.503499999,28.241516,0.119524,26.59833,28.823986,30.901747,4.303417,226.64355,314.08185,26.191904,12.072889,0.17742942,1.1696922,0.008893124,0.022576138,0.3683952,0.35950208,4.9611745,4.101201,3.897268,3.1432364,0.07473147,1.274316,13.8797655,0.99727094,13.060132,0.75144374,8.386791,1.510841,7.068378,1.950118,0.03020034,1.4029486,1.4865261,0.6049457,4.2324834,0.9997129,3.3288898,2.0001159,22.36096,0.47561616,508.38104,0.4656441,1162.887,0.23294106,-134.20781,-0.66169494,1496.0206,0.20909259,845.28033,0.42733204,-133.94647,-0.6320264,2584.6921,0.11226814,699.2676,0.47212124,-136.3602,-0.5965091,-15.909011,-0.5666423,25.507412,0.32917476,0.03359998,1.3812337,-0.016473776,-0.8774433,0.17751904,0.41928262,25.944414,0.4893249,16.879648,0.6779877,7.8945165,2.3833296,0.26331156,69.51506,-12.147445,23.311926,-0.021083279,0.010448298,0.014132088,3.1518624,0.8720931,0.42666668,0.3423773,0.5225,0.4712417,-42.392647,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_11\03-01-06-01-02-01-11.wav,0 days,0 days 00:00:03.169833333,29.888681,0.10548323,28.298447,30.67379,32.347343,4.048897,119.910286,88.22122,24.275011,18.62293,0.21788609,1.2977377,0.008654077,0.035716806,0.4891575,0.4805034,4.235825,2.7959561,4.7983665,3.3310595,0.087754555,1.4043506,13.834616,1.1555564,10.934749,0.8699573,8.445437,1.3288891,5.2424307,2.4075415,0.01902045,1.305717,1.0001476,0.9986119,6.018471,0.57421845,-0.37923846,-36.907272,21.488726,0.6864791,548.47394,0.5295052,1112.0963,0.2344526,-138.75723,-0.6342885,1504.5564,0.22068478,851.2065,0.23817544,-139.0021,-0.60898584,2567.4038,0.13261868,770.9412,0.5498626,-141.79514,-0.5686675,-13.49831,-0.6485961,23.29728,0.40462875,0.0753667,0.42835423,-0.0151681965,-0.98142874,0.22889781,0.48901573,28.714857,0.53318727,9.912681,0.97500974,9.543644,1.7402344,-2.9196188,-6.052911,-11.362348,21.99147,-0.005403203,0.008388865,0.017473383,2.2222223,1.2903227,0.2525,0.14428703,0.4975,0.4195459,-39.558784,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_11\03-01-06-01-02-02-11.wav,0 days,0 days 00:00:03.203208333,28.734781,0.10387709,27.342632,29.144352,31.293015,3.9503822,149.46863,86.81955,26.615913,13.221377,0.20734493,1.2920736,0.008713093,0.03240952,0.4553586,0.4466455,3.7561274,2.833585,3.9141994,2.4126844,0.08046932,1.4848121,14.863497,1.0552536,11.698593,0.768039,8.837955,1.2634771,5.910902,2.3178523,0.03382041,1.9075117,1.1661125,0.8370081,5.925447,0.5607111,4.3112144,3.041317,24.841438,0.2948635,527.28046,0.48701602,1205.3942,0.24840617,-133.41751,-0.6788645,1476.2866,0.21452707,894.3159,0.34560624,-135.43968,-0.63604116,2545.6648,0.1205456,651.9221,0.35649014,-138.72148,-0.5881842,-14.715567,-0.49971104,25.417044,0.30418143,0.074140206,0.4071059,-0.016903015,-0.9924594,0.20250462,0.5869211,29.835943,0.45580283,13.176105,0.6672015,7.5700893,2.2088265,-0.9509696,-20.416454,-10.852572,21.295162,-0.006448981,0.0073357164,0.013718445,1.5673982,0.6369427,0.56,0.19,0.65666664,0.3896437,-39.42817,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_11\03-01-06-02-01-01-11.wav,0 days,0 days 00:00:03.203208333,34.85817,0.088797785,33.87699,35.779877,36.491024,2.6140327,74.705154,50.11775,-67.895004,110.581535,0.53639305,1.3582137,0.018358301,0.08998939,1.1298738,1.1115154,15.915639,11.934823,14.716576,9.147443,0.32411718,1.497276,13.806154,0.7219503,0.9668396,8.527781,3.0373886,4.1602864,-0.5107386,-32.269447,0.023064315,1.2260581,1.2042772,0.7147847,5.696752,0.85457826,4.279794,2.717819,15.263134,0.42687103,752.1294,0.40715283,1032.9668,0.2834084,-140.94429,-0.6263967,1818.6412,0.188246,829.9917,0.4640857,-131.11098,-0.66613895,2779.0942,0.123774976,683.7974,0.24706692,-132.28462,-0.6486039,-9.246671,-0.62339854,18.089647,0.2905519,0.069689415,0.77804196,-0.0111191785,-1.2500967,0.81785387,0.57175994,19.306368,0.52453274,0.026409823,406.06732,5.933695,2.8194013,-10.146219,-2.04391,-6.9692917,18.503853,0.009901978,0.008221534,0.026836697,2.507837,0.9584665,0.39333332,0.12283684,0.62333333,0.42742118,-28.9877,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_11\03-01-06-02-01-02-11.wav,0 days,0 days 00:00:03.203208333,36.614357,0.14934804,36.870888,37.948402,39.67232,2.8014336,192.60243,119.0111,29.01217,0.0,0.5758819,1.3199422,0.024222445,0.09930852,1.2319257,1.2077032,13.49341,7.616362,18.036772,8.483296,0.40393418,1.6403215,11.068562,0.90830106,1.5197992,5.5086756,6.4830236,1.631325,2.3757076,7.395916,0.04548895,3.0527265,1.0191227,0.64209473,7.5492163,0.60726863,0.7530887,23.218489,12.101694,1.22082,758.91583,0.4117742,1034.8315,0.25177878,-141.64796,-0.61772645,1855.8163,0.19968268,730.52997,0.54030937,-133.34256,-0.64473003,2843.1038,0.13215686,833.74005,0.5064425,-133.77985,-0.6374719,-11.09259,-0.52253675,20.388832,0.23113061,0.03795339,1.5996995,-0.013861499,-0.9951706,0.98499894,0.75990605,18.474028,0.5145727,1.1056602,8.273902,3.475367,4.379073,-10.596949,-2.026363,-6.909462,16.99977,-0.003962091,0.011473374,0.067319,2.1943574,0.95541406,0.38333333,0.39364395,0.48,0.4426624,-27.391373,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_11\03-01-06-02-02-01-11.wav,0 days,0 days 00:00:03.069750,36.660095,0.16059428,34.541607,38.494034,40.912548,6.370941,173.4151,98.98776,120.65392,155.29228,0.71645904,1.3943896,0.020148948,0.106516145,1.5178736,1.4977247,14.544401,8.303464,19.400059,13.379749,0.43632886,1.5320948,10.404669,0.9622111,-1.2003256,-8.875098,3.4253588,3.432699,-0.8925,-20.48763,0.0515503,2.2579813,1.1407186,0.7810364,6.426524,0.6767749,3.0235739,5.639399,10.976435,1.4488684,909.19354,0.29589337,942.7974,0.30970556,-139.032,-0.6300883,1980.6892,0.14755315,733.1169,0.41553003,-132.40974,-0.66118056,2988.5024,0.11006155,695.4243,0.28298712,-133.02718,-0.6516473,-8.057212,-0.7278469,16.176266,0.39932257,0.073980235,0.6588486,-0.01325909,-0.9502092,1.1049291,0.63030773,14.562387,0.7560491,-5.6312895,-1.9694468,2.4037387,7.16493,-16.913755,-1.1518998,-7.987689,19.567453,0.007192779,0.0098481355,0.05495931,1.9672132,1.3333334,0.26749998,0.2582029,0.45749998,0.4147514,-26.05167,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_11\03-01-06-02-02-02-11.wav,0 days,0 days 00:00:03.136458333,38.375618,0.07595116,36.947414,38.984215,40.233963,3.2865486,80.002,48.309254,111.68378,140.19713,0.74535567,1.3235718,0.027210012,0.12119035,1.653252,1.626042,16.025795,11.520546,17.580513,13.837958,0.4886402,1.5735445,8.36414,1.3338078,1.9465094,5.864602,3.8545423,4.0411053,-2.1026134,-8.3524275,0.02753341,2.006403,0.91121894,0.68649524,7.1249056,0.60379386,7.6885624,1.1648116,16.905834,0.4523962,810.9351,0.36621076,1004.468,0.27003658,-147.52058,-0.58124954,1947.7183,0.18299565,624.2128,0.41289788,-137.05116,-0.6325622,2953.1382,0.13156642,674.1603,0.5823887,-137.93416,-0.6194857,-8.859981,-0.66564846,16.884237,0.35404137,0.0631121,0.76516914,-0.016027514,-0.81961894,1.2969712,0.6490192,13.631128,0.8095121,-0.97432464,-12.518097,-5.2759576,-3.6026313,-17.046412,-1.2403022,-9.012029,19.420551,-0.0094857905,0.010276666,0.0750226,2.2435899,0.9771987,0.3433333,0.06599663,0.65333337,0.4067213,-25.763052,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_12\03-01-06-01-01-01-12.wav,0 days,0 days 00:00:03.403416667,40.73996,0.11319999,36.126255,41.04679,44.67241,8.546154,80.43983,32.20783,53.883694,21.321676,0.33648527,1.256578,0.00973511,0.113530576,0.619024,0.6092889,9.369866,7.30256,9.104204,5.858382,0.20004387,1.3888639,11.592869,1.2002301,1.5565242,8.134024,6.552847,2.0576327,-0.2740424,-62.660492,0.048428338,1.0935138,1.2079116,0.7695016,5.708181,0.9321125,7.8019137,1.1614785,14.349485,0.8218327,682.08405,0.5081467,1089.7634,0.30632567,-150.35773,-0.5468388,1718.8662,0.23569492,853.14594,0.5075854,-127.52877,-0.6963131,2738.7864,0.16810118,774.014,0.3089227,-128.78558,-0.6766194,-9.665632,-0.82180095,20.47822,0.4016408,0.056148782,0.87506086,-0.011239829,-1.27467,0.4595483,0.6058022,19.877985,0.7837549,-5.8573923,-2.594179,1.6036122,11.97794,-16.304983,-0.917635,-13.973394,25.34853,-0.013526478,0.0069571314,0.03112399,2.359882,0.5988024,0.66499996,0.285,0.65333337,0.45382324,-35.680237,fearful
C:\Users\Danson\Documents\GitHub\CZ4042-assignment-grouped\input\Actor_12\03-01-06-01-01-02-12.wav,0 days,0 days 00:00:03.503499999,40.580593,0.07635629,37.52798,39.684116,43.388313,5.8603325,66.41914,30.724731,31.980713,23.397945,0.31587705,1.252367,0.015008262,0.11821029,0.5993213,0.58431304,9.16974,5.303911,7.7131543,4.6987696,0.15967533,1.4360039,11.470416,1.3082633,-1.1339281,-10.29641,6.151963,2.1406527,-2.7148414,-5.7131624,0.022775104,1.0568932,1.119017,0.47688484,8.264748,0.48079908,10.308837,1.0856442,17.598421,0.5328738,580.43304,0.4885774,1121.9415,0.23524472,-161.6365,-0.45937467,1624.9803,0.18162383,878.7507,0.40800914,-130.66086,-0.6695555,2662.4844,0.13276625,721.3298,0.44850665,-132.60313,-0.6400978,-11.132771,-0.74810034,21.09295,0.38949305,0.03523551,1.6242722,-0.014782802,-0.8882764,0.3828512,0.6048265,23.306028,0.6007525,-6.350659,-2.1233835,4.610164,4.2527666,-15.3688345,-1.0605395,-6.2367005,17.138779,0.02173061,0.007973336,0.025447156,2.5787966,1.1627908,0.32,0.3589568,0.515,0.465215,-36.349888,fearful
